"","Bell4_Seine","Bish2_Seine","Evan2_Seine","Evan5_Seine","Fel4_Seine","Fel6_Seine","FIELDID","Fowl2_Seine","Fowl4_Seine","Fowl5_Seine","Frank1_Seine","John1_Seine","John6_Seine","Low2_Seine","LR.10_Seine","LR.11A_Seine","LR.12_Seine","LR.2_Seine","LR.5_Seine","LR.6_Seine","Main11_Seine","Main13_Seine","Main18_Seine","Main19_Seine","Main3_Seine","Main5_Seine","Main6_Seine","Min2_Seine","MN.2_Seine","MN.5_Seine","MN.7A_Seine","MR.11_Seine","MR.18_Seine","MR.4_Seine","MR.9_Seine","Peb2_Seine","See3_Seine","Tar2_Seine","Ton1_Seine","Ton3_Seine","Up1_Seine","UR.1_Seine","UR.2_Seine","Wall2_Seine","Will1_Seine"
"1",69.5652173913043,57.1428571428571,42.1052631578947,25,66.6666666666667,60.8695652173913,"Up1_Shocking",50,61.5384615384615,53.8461538461538,55.5555555555556,68.9655172413793,35.2941176470588,69.2307692307692,54.5454545454545,24,64,41.6666666666667,60.8695652173913,52.1739130434783,45.4545454545455,48,60.8695652173913,53.8461538461538,52.1739130434783,61.5384615384615,66.6666666666667,76.9230769230769,44.4444444444444,46.1538461538462,57.1428571428571,38.0952380952381,11.1111111111111,21.0526315789474,36.3636363636364,50,66.6666666666667,60.8695652173913,52.1739130434783,69.5652173913043,91.6666666666667,58.3333333333333,50,47.6190476190476,52.6315789473684
"2",42.1052631578947,23.5294117647059,26.6666666666667,0,11.7647058823529,42.1052631578947,"Main11_Shocking",30,36.3636363636364,36.3636363636364,14.2857142857143,32,0,36.3636363636364,22.2222222222222,28.5714285714286,19.047619047619,30,31.578947368421,31.578947368421,66.6666666666667,57.1428571428571,52.6315789473684,54.5454545454545,42.1052631578947,54.5454545454545,30,36.3636363636364,28.5714285714286,54.5454545454545,35.2941176470588,58.8235294117647,28.5714285714286,40,22.2222222222222,12.5,34.7826086956522,52.6315789473684,31.578947368421,21.0526315789474,20,30,25,11.7647058823529,13.3333333333333
"3",88.8888888888889,50,57.1428571428571,54.5454545454545,62.5,66.6666666666667,"Bell4_Shocking",42.1052631578947,57.1428571428571,57.1428571428571,61.5384615384615,58.3333333333333,16.6666666666667,66.6666666666667,58.8235294117647,40,60,42.1052631578947,66.6666666666667,55.5555555555556,70.5882352941176,60,66.6666666666667,76.1904761904762,66.6666666666667,76.1904761904762,73.6842105263158,76.1904761904762,61.5384615384615,57.1428571428571,62.5,50,0,14.2857142857143,70.5882352941176,66.6666666666667,63.6363636363636,88.8888888888889,55.5555555555556,66.6666666666667,52.6315789473684,73.6842105263158,93.3333333333333,62.5,71.4285714285714
"4",70.5882352941176,53.3333333333333,61.5384615384615,60,66.6666666666667,82.3529411764706,"Bish2_Shocking",44.4444444444444,50,60,50,52.1739130434783,18.1818181818182,70,62.5,31.578947368421,52.6315789473684,44.4444444444444,58.8235294117647,70.5882352941176,62.5,52.6315789473684,47.0588235294118,70,70.5882352941176,60,66.6666666666667,60,50,60,66.6666666666667,40,0,30.7692307692308,50,57.1428571428571,66.6666666666667,82.3529411764706,82.3529411764706,58.8235294117647,55.5555555555556,66.6666666666667,71.4285714285714,66.6666666666667,61.5384615384615
"5",66.6666666666667,46.1538461538462,54.5454545454545,75,46.1538461538462,53.3333333333333,"Evan2_Shocking",25,44.4444444444444,44.4444444444444,60,47.6190476190476,22.2222222222222,55.5555555555556,42.8571428571429,23.5294117647059,47.0588235294118,25,53.3333333333333,40,57.1428571428571,35.2941176470588,40,55.5555555555556,40,55.5555555555556,62.5,55.5555555555556,60,33.3333333333333,61.5384615384615,15.3846153846154,0,18.1818181818182,42.8571428571429,66.6666666666667,52.6315789473684,66.6666666666667,53.3333333333333,53.3333333333333,37.5,50,66.6666666666667,61.5384615384615,54.5454545454545
"6",53.3333333333333,30.7692307692308,54.5454545454545,75,46.1538461538462,53.3333333333333,"Evan5_Shocking",12.5,33.3333333333333,33.3333333333333,60,38.0952380952381,22.2222222222222,44.4444444444444,42.8571428571429,23.5294117647059,35.2941176470588,12.5,40,40,42.8571428571429,23.5294117647059,26.6666666666667,44.4444444444444,40,44.4444444444444,50,44.4444444444444,40,33.3333333333333,46.1538461538462,15.3846153846154,0,18.1818181818182,42.8571428571429,66.6666666666667,42.1052631578947,53.3333333333333,53.3333333333333,40,37.5,50,66.6666666666667,61.5384615384615,54.5454545454545
"7",75,42.8571428571429,83.3333333333333,66.6666666666667,71.4285714285714,62.5,"Fel6_Shocking",35.2941176470588,52.6315789473684,52.6315789473684,72.7272727272727,45.4545454545455,20,63.1578947368421,66.6666666666667,33.3333333333333,55.5555555555556,23.5294117647059,62.5,62.5,53.3333333333333,33.3333333333333,37.5,52.6315789473684,50,52.6315789473684,58.8235294117647,52.6315789473684,54.5454545454545,42.1052631578947,57.1428571428571,28.5714285714286,0,16.6666666666667,53.3333333333333,76.9230769230769,50,62.5,50,62.5,58.8235294117647,58.8235294117647,76.9230769230769,71.4285714285714,66.6666666666667
"8",70,66.6666666666667,50,30.7692307692308,66.6666666666667,60,"Fowl4_Shocking",57.1428571428571,78.2608695652174,69.5652173913043,53.3333333333333,53.8461538461538,14.2857142857143,69.5652173913043,63.1578947368421,27.2727272727273,54.5454545454545,47.6190476190476,70,60,42.1052631578947,36.3636363636364,50,52.1739130434783,50,52.1739130434783,57.1428571428571,52.1739130434783,40,43.4782608695652,55.5555555555556,44.4444444444444,0,25,52.6315789473684,47.0588235294118,58.3333333333333,60,60,70,66.6666666666667,57.1428571428571,58.8235294117647,66.6666666666667,50
"9",70.5882352941176,66.6666666666667,46.1538461538462,60,66.6666666666667,47.0588235294118,"Fowl5_Shocking",55.5555555555556,50,60,33.3333333333333,52.1739130434783,18.1818181818182,60,62.5,31.578947368421,73.6842105263158,44.4444444444444,58.8235294117647,58.8235294117647,37.5,31.578947368421,35.2941176470588,50,35.2941176470588,50,55.5555555555556,50,66.6666666666667,30,80,26.6666666666667,0,15.3846153846154,50,42.8571428571429,47.6190476190476,58.8235294117647,47.0588235294118,70.5882352941176,44.4444444444444,44.4444444444444,57.1428571428571,66.6666666666667,46.1538461538462
"10",58.8235294117647,26.6666666666667,61.5384615384615,60,66.6666666666667,70.5882352941176,"Frank1_Shocking",22.2222222222222,40,40,83.3333333333333,52.1739130434783,36.3636363636364,60,50,31.578947368421,42.1052631578947,22.2222222222222,47.0588235294118,47.0588235294118,50,42.1052631578947,47.0588235294118,50,58.8235294117647,60,66.6666666666667,70,33.3333333333333,50,40,26.6666666666667,0,15.3846153846154,50,85.7142857142857,66.6666666666667,58.8235294117647,58.8235294117647,58.8235294117647,66.6666666666667,66.6666666666667,71.4285714285714,53.3333333333333,76.9230769230769
"11",58.3333333333333,54.5454545454545,50,35.2941176470588,63.6363636363636,66.6666666666667,"John1_Shocking",40,51.8518518518519,66.6666666666667,42.1052631578947,80,33.3333333333333,74.0740740740741,52.1739130434783,23.0769230769231,46.1538461538462,40,50,58.3333333333333,43.4782608695652,46.1538461538462,41.6666666666667,51.8518518518519,58.3333333333333,51.8518518518519,56,66.6666666666667,42.1052631578947,51.8518518518519,54.5454545454545,27.2727272727273,10.5263157894737,20,34.7826086956522,57.1428571428571,78.5714285714286,58.3333333333333,66.6666666666667,58.3333333333333,72,56,47.6190476190476,72.7272727272727,50
"12",52.1739130434783,47.6190476190476,42.1052631578947,25,38.0952380952381,52.1739130434783,"John6_Shocking",33.3333333333333,38.4615384615385,38.4615384615385,44.4444444444444,55.1724137931034,47.0588235294118,46.1538461538462,36.3636363636364,32,32,25,43.4782608695652,43.4782608695652,54.5454545454545,40,43.4782608695652,53.8461538461538,43.4782608695652,46.1538461538462,33.3333333333333,53.8461538461538,22.2222222222222,46.1538461538462,38.0952380952381,38.0952380952381,22.2222222222222,31.578947368421,36.3636363636364,30,51.8518518518519,52.1739130434783,52.1739130434783,34.7826086956522,58.3333333333333,50,40,38.0952380952381,21.0526315789474
"13",76.1904761904762,42.1052631578947,58.8235294117647,42.8571428571429,63.1578947368421,57.1428571428571,"LR-10_Shocking",54.5454545454545,58.3333333333333,58.3333333333333,50,51.8518518518519,13.3333333333333,58.3333333333333,80,52.1739130434783,69.5652173913043,54.5454545454545,57.1428571428571,66.6666666666667,60,43.4782608695652,47.6190476190476,58.3333333333333,57.1428571428571,58.3333333333333,54.5454545454545,58.3333333333333,37.5,50,63.1578947368421,52.6315789473684,0,35.2941176470588,60,55.5555555555556,48,66.6666666666667,47.6190476190476,57.1428571428571,54.5454545454545,63.6363636363636,66.6666666666667,52.6315789473684,47.0588235294118
"14",64,60.8695652173913,47.6190476190476,33.3333333333333,52.1739130434783,56,"LR-12_Shocking",61.5384615384615,71.4285714285714,71.4285714285714,30,58.0645161290322,10.5263157894737,71.4285714285714,66.6666666666667,37.037037037037,81.4814814814815,69.2307692307692,56,72,50,44.4444444444444,40,64.2857142857143,48,50,61.5384615384615,50,50,50,69.5652173913043,34.7826086956522,0,28.5714285714286,41.6666666666667,36.3636363636364,62.0689655172414,64,56,56,53.8461538461538,53.8461538461538,45.4545454545455,60.8695652173913,38.0952380952381
"15",64,43.4782608695652,47.6190476190476,33.3333333333333,60.8695652173913,48,"LR-6_Shocking",53.8461538461538,71.4285714285714,64.2857142857143,40,51.6129032258064,10.5263157894737,64.2857142857143,58.3333333333333,44.4444444444444,66.6666666666667,38.4615384615385,64,64,50,44.4444444444444,48,57.1428571428571,48,57.1428571428571,69.2307692307692,57.1428571428571,40,50,60.8695652173913,43.4782608695652,10,28.5714285714286,50,54.5454545454545,55.1724137931034,56,48,72,53.8461538461538,61.5384615384615,45.4545454545455,43.4782608695652,47.6190476190476
"16",66.6666666666667,61.5384615384615,36.3636363636364,50,76.9230769230769,66.6666666666667,"Low2_Shocking",50,55.5555555555556,44.4444444444444,60,38.0952380952381,22.2222222222222,55.5555555555556,57.1428571428571,35.2941176470588,58.8235294117647,50,53.3333333333333,53.3333333333333,42.8571428571429,35.2941176470588,53.3333333333333,55.5555555555556,53.3333333333333,55.5555555555556,62.5,55.5555555555556,20,44.4444444444444,46.1538461538462,46.1538461538462,0,18.1818181818182,42.8571428571429,50,52.6315789473684,66.6666666666667,53.3333333333333,66.6666666666667,62.5,62.5,66.6666666666667,46.1538461538462,54.5454545454545
"17",52.1739130434783,57.1428571428571,31.578947368421,12.5,38.0952380952381,43.4782608695652,"MR-18_Shocking",50,61.5384615384615,53.8461538461538,22.2222222222222,41.3793103448276,11.7647058823529,53.8461538461538,36.3636363636364,16,40,33.3333333333333,60.8695652173913,43.4782608695652,45.4545454545455,48,43.4782608695652,53.8461538461538,34.7826086956522,46.1538461538462,41.6666666666667,38.4615384615385,44.4444444444444,38.4615384615385,47.6190476190476,47.6190476190476,33.3333333333333,42.1052631578947,36.3636363636364,20,51.8518518518519,52.1739130434783,52.1739130434783,52.1739130434783,41.6666666666667,41.6666666666667,30,38.0952380952381,21.0526315789474
"18",80,66.6666666666667,50,30.7692307692308,66.6666666666667,60,"Main19_Shocking",57.1428571428571,78.2608695652174,60.8695652173913,53.3333333333333,53.8461538461538,14.2857142857143,69.5652173913043,63.1578947368421,45.4545454545455,72.7272727272727,47.6190476190476,70,70,63.1578947368421,54.5454545454545,70,78.2608695652174,50,69.5652173913043,76.1904761904762,60.8695652173913,53.3333333333333,60.8695652173913,66.6666666666667,55.5555555555556,13.3333333333333,37.5,42.1052631578947,47.0588235294118,58.3333333333333,70,50,70,66.6666666666667,66.6666666666667,58.8235294117647,55.5555555555556,50
"19",71.4285714285714,46.1538461538462,41.6666666666667,28.5714285714286,61.5384615384615,50,"Main6_Shocking",41.3793103448276,58.0645161290322,58.0645161290322,34.7826086956522,64.7058823529412,9.09090909090909,70.9677419354839,51.8518518518519,46.6666666666667,60,34.4827586206897,57.1428571428571,57.1428571428571,59.2592592592593,66.6666666666667,71.4285714285714,70.9677419354839,64.2857142857143,77.4193548387097,75.8620689655172,64.5161290322581,43.4782608695652,64.5161290322581,53.8461538461538,53.8461538461538,8.69565217391305,25,44.4444444444444,48,56.25,64.2857142857143,42.8571428571429,64.2857142857143,55.1724137931034,68.9655172413793,56,53.8461538461538,50
"20",80,55.5555555555556,37.5,30.7692307692308,66.6666666666667,70,"Min2_Shocking",47.6190476190476,60.8695652173913,52.1739130434783,66.6666666666667,69.2307692307692,28.5714285714286,69.5652173913043,52.6315789473684,36.3636363636364,54.5454545454545,47.6190476190476,60,50,63.1578947368421,63.6363636363636,80,69.5652173913043,70,78.2608695652174,76.1904761904762,86.9565217391304,40,60.8695652173913,55.5555555555556,55.5555555555556,0,25,52.6315789473684,58.8235294117647,75,80,60,70,76.1904761904762,76.1904761904762,70.5882352941176,44.4444444444444,62.5
"21",66.6666666666667,46.1538461538462,72.7272727272727,50,61.5384615384615,53.3333333333333,"Peb2_Shocking",37.5,55.5555555555556,44.4444444444444,80,38.0952380952381,22.2222222222222,55.5555555555556,57.1428571428571,23.5294117647059,47.0588235294118,25,53.3333333333333,53.3333333333333,42.8571428571429,23.5294117647059,40,44.4444444444444,40,44.4444444444444,50,44.4444444444444,40,33.3333333333333,46.1538461538462,30.7692307692308,0,18.1818181818182,42.8571428571429,66.6666666666667,42.1052631578947,53.3333333333333,40,53.3333333333333,62.5,50,66.6666666666667,61.5384615384615,54.5454545454545
"22",76.1904761904762,63.1578947368421,58.8235294117647,42.8571428571429,84.2105263157895,76.1904761904762,"See3_Shocking",45.4545454545455,66.6666666666667,66.6666666666667,62.5,74.0740740740741,26.6666666666667,83.3333333333333,70,34.7826086956522,60.8695652173913,45.4545454545455,66.6666666666667,66.6666666666667,50,52.1739130434783,57.1428571428571,58.3333333333333,66.6666666666667,66.6666666666667,72.7272727272727,75,50,58.3333333333333,63.1578947368421,42.1052631578947,0,23.5294117647059,50,66.6666666666667,80,66.6666666666667,66.6666666666667,76.1904761904762,81.8181818181818,72.7272727272727,66.6666666666667,73.6842105263158,70.5882352941176
"23",88.8888888888889,62.5,42.8571428571429,36.3636363636364,62.5,66.6666666666667,"Tar2_Shocking",52.6315789473684,66.6666666666667,57.1428571428571,61.5384615384615,58.3333333333333,16.6666666666667,66.6666666666667,58.8235294117647,40,60,52.6315789473684,66.6666666666667,55.5555555555556,70.5882352941176,60,77.7777777777778,76.1904761904762,66.6666666666667,76.1904761904762,73.6842105263158,76.1904761904762,46.1538461538462,57.1428571428571,62.5,62.5,0,28.5714285714286,58.8235294117647,53.3333333333333,63.6363636363636,88.8888888888889,55.5555555555556,66.6666666666667,63.1578947368421,73.6842105263158,80,50,57.1428571428571
"24",58.8235294117647,66.6666666666667,15.3846153846154,40,53.3333333333333,58.8235294117647,"Ton1_Shocking",44.4444444444444,50,40,50,52.1739130434783,36.3636363636364,50,37.5,21.0526315789474,52.6315789473684,44.4444444444444,47.0588235294118,35.2941176470588,37.5,31.578947368421,47.0588235294118,50,35.2941176470588,50,55.5555555555556,60,33.3333333333333,30,53.3333333333333,26.6666666666667,16.6666666666667,30.7692307692308,25,28.5714285714286,57.1428571428571,58.8235294117647,58.8235294117647,58.8235294117647,55.5555555555556,44.4444444444444,42.8571428571429,40,30.7692307692308
"25",88.8888888888889,62.5,57.1428571428571,54.5454545454545,75,77.7777777777778,"Ton3_Shocking",52.6315789473684,66.6666666666667,66.6666666666667,61.5384615384615,58.3333333333333,16.6666666666667,76.1904761904762,70.5882352941176,40,70,52.6315789473684,77.7777777777778,66.6666666666667,70.5882352941176,60,66.6666666666667,76.1904761904762,66.6666666666667,76.1904761904762,84.2105263157895,76.1904761904762,61.5384615384615,57.1428571428571,75,50,0,28.5714285714286,58.8235294117647,66.6666666666667,72.7272727272727,88.8888888888889,66.6666666666667,77.7777777777778,63.1578947368421,73.6842105263158,80,62.5,71.4285714285714
"26",88.8888888888889,50,57.1428571428571,54.5454545454545,62.5,66.6666666666667,"UR-2_Shocking",42.1052631578947,57.1428571428571,57.1428571428571,61.5384615384615,58.3333333333333,16.6666666666667,66.6666666666667,58.8235294117647,40,60,42.1052631578947,66.6666666666667,55.5555555555556,70.5882352941176,60,66.6666666666667,76.1904761904762,66.6666666666667,76.1904761904762,73.6842105263158,76.1904761904762,61.5384615384615,57.1428571428571,62.5,50,0,14.2857142857143,70.5882352941176,66.6666666666667,63.6363636363636,88.8888888888889,55.5555555555556,66.6666666666667,52.6315789473684,73.6842105263158,93.3333333333333,62.5,71.4285714285714
"27",75,71.4285714285714,50,44.4444444444444,71.4285714285714,62.5,"Wall2_Shocking",47.0588235294118,63.1578947368421,52.6315789473684,54.5454545454545,54.5454545454545,20,63.1578947368421,66.6666666666667,22.2222222222222,55.5555555555556,35.2941176470588,62.5,62.5,40,33.3333333333333,50,52.6315789473684,50,52.6315789473684,58.8235294117647,52.6315789473684,54.5454545454545,42.1052631578947,71.4285714285714,42.8571428571429,0,33.3333333333333,40,46.1538461538462,50,62.5,62.5,62.5,70.5882352941176,58.8235294117647,61.5384615384615,71.4285714285714,50
"28",66.6666666666667,52.6315789473684,47.0588235294118,14.2857142857143,63.1578947368421,47.6190476190476,"Fel4_Shocking",63.6363636363636,75,66.6666666666667,37.5,51.8518518518519,0,66.6666666666667,60,34.7826086956522,60.8695652173913,45.4545454545455,76.1904761904762,66.6666666666667,50,52.1739130434783,66.6666666666667,58.3333333333333,57.1428571428571,58.3333333333333,72.7272727272727,58.3333333333333,50,58.3333333333333,63.1578947368421,42.1052631578947,0,23.5294117647059,50,44.4444444444444,56,57.1428571428571,47.6190476190476,76.1904761904762,63.6363636363636,63.6363636363636,44.4444444444444,42.1052631578947,58.8235294117647
"29",41.6666666666667,18.1818181818182,30,23.5294117647059,18.1818181818182,25,"LR-11A_Shocking",40,44.4444444444444,44.4444444444444,21.0526315789474,33.3333333333333,0,29.6296296296296,43.4782608695652,53.8461538461538,46.1538461538462,40,41.6666666666667,41.6666666666667,52.1739130434783,38.4615384615385,41.6666666666667,51.8518518518519,33.3333333333333,44.4444444444444,40,37.037037037037,31.578947368421,44.4444444444444,45.4545454545455,36.3636363636364,21.0526315789474,40,52.1739130434783,28.5714285714286,28.5714285714286,41.6666666666667,33.3333333333333,33.3333333333333,16,40,38.0952380952381,27.2727272727273,30
"30",30.7692307692308,18.1818181818182,22.2222222222222,0,0,15.3846153846154,"MN-2_Shocking",14.2857142857143,37.5,25,25,21.0526315789474,0,25,16.6666666666667,13.3333333333333,26.6666666666667,14.2857142857143,30.7692307692308,30.7692307692308,33.3333333333333,26.6666666666667,30.7692307692308,37.5,15.3846153846154,25,42.8571428571429,25,50,25,36.3636363636364,18.1818181818182,0,22.2222222222222,16.6666666666667,20,23.5294117647059,30.7692307692308,15.3846153846154,15.3846153846154,14.2857142857143,28.5714285714286,20,18.1818181818182,22.2222222222222
"31",63.1578947368421,47.0588235294118,40,0,47.0588235294118,42.1052631578947,"MN-5_Shocking",50,63.6363636363636,54.5454545454545,28.5714285714286,40,0,54.5454545454545,55.5555555555556,38.0952380952381,57.1428571428571,40,63.1578947368421,63.1578947368421,55.5555555555556,57.1428571428571,63.1578947368421,63.6363636363636,42.1052631578947,54.5454545454545,60,45.4545454545455,57.1428571428571,54.5454545454545,58.8235294117647,70.5882352941176,14.2857142857143,40,33.3333333333333,25,43.4782608695652,52.6315789473684,31.578947368421,52.6315789473684,50,50,37.5,35.2941176470588,40
"32",54.5454545454545,30,33.3333333333333,13.3333333333333,50,45.4545454545455,"Main5_Shocking",43.4782608695652,56,48,35.2941176470588,50,0,56,47.6190476190476,50,41.6666666666667,34.7826086956522,54.5454545454545,54.5454545454545,57.1428571428571,66.6666666666667,81.8181818181818,64,72.7272727272727,72,69.5652173913043,56,23.5294117647059,72,40,60,11.7647058823529,33.3333333333333,57.1428571428571,42.1052631578947,46.1538461538462,54.5454545454545,45.4545454545455,54.5454545454545,52.1739130434783,69.5652173913043,52.6315789473684,30,55.5555555555556
"33",50,45.4545454545455,40,11.7647058823529,36.3636363636364,41.6666666666667,"Fowl2_Shocking",72,66.6666666666667,74.0740740740741,10.5263157894737,46.6666666666667,0,59.2592592592593,52.1739130434783,23.0769230769231,46.1538461538462,56,58.3333333333333,58.3333333333333,43.4782608695652,46.1538461538462,33.3333333333333,44.4444444444444,41.6666666666667,37.037037037037,40,37.037037037037,52.6315789473684,37.037037037037,63.6363636363636,45.4545454545455,10.5263157894737,30,43.4782608695652,19.047619047619,50,50,50,50,32,32,28.5714285714286,45.4545454545455,30
"34",56,43.4782608695652,47.6190476190476,22.2222222222222,52.1739130434783,48,"LR-2_Shocking",61.5384615384615,64.2857142857143,71.4285714285714,30,45.1612903225806,0,57.1428571428571,75,37.037037037037,66.6666666666667,61.5384615384615,64,64,41.6666666666667,37.037037037037,40,42.8571428571429,48,42.8571428571429,46.1538461538462,42.8571428571429,40,42.8571428571429,60.8695652173913,52.1739130434783,0,28.5714285714286,58.3333333333333,36.3636363636364,48.2758620689655,48,48,56,53.8461538461538,46.1538461538462,45.4545454545455,52.1739130434783,47.6190476190476
"35",80,55.5555555555556,62.5,30.7692307692308,66.6666666666667,60,"LR-5_Shocking",66.6666666666667,69.5652173913043,78.2608695652174,40,61.5384615384615,0,78.2608695652174,73.6842105263158,36.3636363636364,63.6363636363636,47.6190476190476,90,70,63.1578947368421,63.6363636363636,60,60.8695652173913,60,60.8695652173913,66.6666666666667,60.8695652173913,66.6666666666667,52.1739130434783,77.7777777777778,44.4444444444444,0,25,63.1578947368421,47.0588235294118,58.3333333333333,70,60,80,57.1428571428571,57.1428571428571,58.8235294117647,55.5555555555556,62.5
"36",66.6666666666667,45.4545454545455,50,23.5294117647059,54.5454545454545,50,"MN-7A_Shocking",64,59.2592592592593,74.0740740740741,31.578947368421,53.3333333333333,0,66.6666666666667,69.5652173913043,46.1538461538462,61.5384615384615,48,75,66.6666666666667,60.8695652173913,61.5384615384615,58.3333333333333,59.2592592592593,50,59.2592592592593,56,51.8518518518519,52.6315789473684,51.8518518518519,72.7272727272727,63.6363636363636,10.5263157894737,40,60.8695652173913,38.0952380952381,50,58.3333333333333,50,66.6666666666667,48,48,47.6190476190476,45.4545454545455,50
"37",66.6666666666667,45.4545454545455,40,23.5294117647059,45.4545454545455,50,"MR-11_Shocking",56,51.8518518518519,66.6666666666667,31.578947368421,46.6666666666667,0,51.8518518518519,60.8695652173913,61.5384615384615,53.8461538461538,48,75,58.3333333333333,69.5652173913043,61.5384615384615,66.6666666666667,66.6666666666667,58.3333333333333,66.6666666666667,56,59.2592592592593,42.1052631578947,66.6666666666667,63.6363636363636,72.7272727272727,10.5263157894737,50,78.2608695652174,38.0952380952381,57.1428571428571,66.6666666666667,50,58.3333333333333,40,64,57.1428571428571,36.3636363636364,50
"38",21.0526315789474,23.5294117647059,0,0,11.7647058823529,10.5263157894737,"MR-4_Shocking",30,27.2727272727273,27.2727272727273,0,32,0,27.2727272727273,22.2222222222222,38.0952380952381,28.5714285714286,30,21.0526315789474,21.0526315789474,33.3333333333333,38.0952380952381,31.578947368421,27.2727272727273,10.5263157894737,27.2727272727273,20,18.1818181818182,14.2857142857143,27.2727272727273,35.2941176470588,35.2941176470588,57.1428571428571,66.6666666666667,11.1111111111111,0,17.3913043478261,21.0526315789474,10.5263157894737,21.0526315789474,10,10,0,0,0
"39",70,33.3333333333333,50,15.3846153846154,44.4444444444444,60,"Main13_Shocking",47.6190476190476,43.4782608695652,60.8695652173913,26.6666666666667,46.1538461538462,0,60.8695652173913,52.6315789473684,45.4545454545455,45.4545454545455,47.6190476190476,60,60,84.2105263157895,90.9090909090909,70,78.2608695652174,70,69.5652173913043,57.1428571428571,60.8695652173913,53.3333333333333,69.5652173913043,55.5555555555556,66.6666666666667,13.3333333333333,37.5,52.6315789473684,35.2941176470588,58.3333333333333,80,50,50,38.0952380952381,57.1428571428571,58.8235294117647,33.3333333333333,50
"40",73.6842105263158,47.0588235294118,53.3333333333333,16.6666666666667,47.0588235294118,63.1578947368421,"Main18_Shocking",60,54.5454545454545,63.6363636363636,42.8571428571429,48,0,63.6363636363636,55.5555555555556,47.6190476190476,47.6190476190476,60,63.1578947368421,63.1578947368421,88.8888888888889,76.1904761904762,84.2105263157895,81.8181818181818,73.6842105263158,72.7272727272727,60,63.6363636363636,42.8571428571429,72.7272727272727,58.8235294117647,70.5882352941176,14.2857142857143,40,55.5555555555556,37.5,60.8695652173913,84.2105263157895,52.6315789473684,52.6315789473684,50,60,62.5,35.2941176470588,53.3333333333333
"41",60,33.3333333333333,50,15.3846153846154,33.3333333333333,30,"MR-9_Shocking",38.0952380952381,43.4782608695652,43.4782608695652,40,46.1538461538462,0,52.1739130434783,42.1052631578947,45.4545454545455,36.3636363636364,28.5714285714286,50,40,63.1578947368421,54.5454545454545,60,52.1739130434783,40,52.1739130434783,38.0952380952381,43.4782608695652,40,52.1739130434783,44.4444444444444,55.5555555555556,13.3333333333333,37.5,42.1052631578947,35.2941176470588,33.3333333333333,50,20,40,38.0952380952381,38.0952380952381,47.0588235294118,33.3333333333333,37.5
"42",47.0588235294118,13.3333333333333,46.1538461538462,20,40,35.2941176470588,"Main3_Shocking",22.2222222222222,30,30,50,34.7826086956522,0,40,37.5,42.1052631578947,21.0526315789474,22.2222222222222,35.2941176470588,35.2941176470588,62.5,52.6315789473684,82.3529411764706,50,70.5882352941176,70,55.5555555555556,50,16.6666666666667,60,26.6666666666667,53.3333333333333,16.6666666666667,30.7692307692308,50,57.1428571428571,38.0952380952381,47.0588235294118,23.5294117647059,35.2941176470588,44.4444444444444,55.5555555555556,57.1428571428571,26.6666666666667,61.5384615384615
"43",66.6666666666667,37.5,85.7142857142857,36.3636363636364,75,66.6666666666667,"Will1_Shocking",52.6315789473684,47.6190476190476,66.6666666666667,46.1538461538462,50,0,76.1904761904762,70.5882352941176,30,50,42.1052631578947,66.6666666666667,77.7777777777778,58.8235294117647,60,55.5555555555556,57.1428571428571,77.7777777777778,57.1428571428571,63.1578947368421,57.1428571428571,61.5384615384615,66.6666666666667,62.5,37.5,0,14.2857142857143,58.8235294117647,66.6666666666667,63.6363636363636,66.6666666666667,55.5555555555556,66.6666666666667,63.1578947368421,63.1578947368421,66.6666666666667,62.5,85.7142857142857
"44",70,55.5555555555556,62.5,30.7692307692308,55.5555555555556,50,"UR-1_Shocking",47.6190476190476,52.1739130434783,60.8695652173913,40,53.8461538461538,0,69.5652173913043,63.1578947368421,27.2727272727273,54.5454545454545,38.0952380952381,80,60,52.6315789473684,54.5454545454545,50,52.1739130434783,50,52.1739130434783,57.1428571428571,52.1739130434783,66.6666666666667,43.4782608695652,66.6666666666667,33.3333333333333,0,12.5,63.1578947368421,47.0588235294118,58.3333333333333,60,40,60,47.6190476190476,57.1428571428571,58.8235294117647,55.5555555555556,62.5
